ID,revolutions,humidity,vibration,x1,x2,x3,x4,x5
83,93.428,73.972,18.08,167.4,19.456,1.263018439,8728.791184,5471.856784
84,93.424,73.972,18.08,167.396,19.452,1.262964365,8728.043776,5471.856784
85,93.42,73.972,18.08,167.392,19.448,1.26291029,8727.2964,5471.856784
86,93.416,73.971,18.09,167.387,19.445,1.262873288,8726.549056,5471.708841
87,93.412,73.971,18.09,167.383,19.441,1.262819213,8725.801744,5471.708841
88,93.408,73.971,18.09,167.379,19.437,1.262765138,8725.054464,5471.708841
89,93.404,73.97,18.09,167.374,19.434,1.262728133,8724.307216,5471.5609
90,93.401,73.97,18.09,167.371,19.431,1.262687576,8723.746801,5471.5609
91,93.397,73.97,18.0,167.367,19.427,1.2626335,8722.999609,5471.5609
92,93.393,73.969,18.09,167.362,19.424,1.262596493,8722.252449,5471.412961
93,93.389,73.969,18.09,167.358,19.42,1.262542416,8721.505321,5471.412961
94,93.385,73.969,18.09,167.354,19.416,1.26248834,8720.758225,5471.412961
95,93.381,73.968,18.09,167.349,19.413,1.26245133,8720.011161,5471.265024
96,93.377,73.968,18.1,167.345,19.409,1.262397253,8719.264129,5471.265024
97,93.374,73.968,18.1,167.342,19.406,1.262356695,8718.703876,5471.265024
98,93.37,73.967,18.1,167.337,19.403,1.262319683,8717.9569,5471.117089
99,93.366,73.967,18.1,167.333,19.399,1.262265605,8717.209956,5471.117089
100,93.362,73.967,18.1,167.329,19.395,1.262211527,8716.463044,5471.117089
101,93.358,73.966,18.0,167.324,19.392,1.262174513,8715.716164,5470.969156
102,93.354,73.966,18.1,167.32,19.388,1.262120434,8714.969316,5470.969156
103,93.35,73.966,18.1,167.316,19.384,1.262066355,8714.2225,5470.969156
104,93.347,73.965,18.1,167.312,19.382,1.262042858,8713.662409,5470.821225
105,93.343,73.965,18.1,167.308,19.378,1.261988778,8712.915649,5470.821225
106,93.339,73.965,18.11,167.304,19.374,1.261934699,8712.168921,5470.821225
107,93.335,73.964,18.11,167.299,19.371,1.26189768,8711.422225,5470.673296
108,93.331,73.964,18.11,167.295,19.367,1.2618436,8710.675561,5470.673296
109,93.327,73.964,18.11,167.291,19.363,1.261789519,8709.928929,5470.673296
110,93.323,73.963,18.11,167.286,19.36,1.261752498,8709.182329,5470.525369
111,93.32,73.963,18.0,167.283,19.357,1.261711937,8708.6224,5470.525369
112,93.316,73.963,18.11,167.279,19.353,1.261657856,8707.875856,5470.525369
113,93.312,73.962,18.11,167.274,19.35,1.261620832,8707.129344,5470.377444
114,93.308,73.962,18.11,167.27,19.346,1.26156675,8706.382864,5470.377444
115,93.304,73.962,18.11,167.266,19.342,1.261512669,8705.636416,5470.377444
116,93.3,73.962,18.12,167.262,19.338,1.261458587,8704.89,5470.377444
117,93.296,73.961,18.12,167.257,19.335,1.26142156,8704.143616,5470.229521
118,93.293,73.961,18.12,167.254,19.332,1.261380998,8703.583849,5470.229521
119,93.289,73.961,18.12,167.25,19.328,1.261326916,8702.837521,5470.229521
120,93.285,73.96,18.12,167.245,19.325,1.261289886,8702.091225,5470.0816
121,93.281,73.96,18.0,167.241,19.321,1.261235803,8701.344961,5470.0816
122,93.277,73.96,18.12,167.237,19.317,1.26118172,8700.598729,5470.0816
123,93.273,73.959,18.12,167.232,19.314,1.261144688,8699.852529,5469.933681
124,93.269,73.959,18.12,167.228,19.31,1.261090604,8699.106361,5469.933681
125,93.266,73.959,18.12,167.225,19.307,1.261050041,8698.546756,5469.933681
126,93.262,73.958,18.13,167.22,19.304,1.261013007,8697.800644,5469.785764
127,93.258,73.958,18.13,167.216,19.3,1.260958923,8697.054564,5469.785764
128,93.254,73.958,18.13,167.212,19.296,1.260904838,8696.308516,5469.785764
129,93.25,73.957,18.13,167.207,19.293,1.260867802,8695.5625,5469.637849
130,93.246,73.957,18.13,167.203,19.289,1.260813716,8694.816516,5469.637849
131,93.242,73.957,18.13,167.199,19.285,1.260759631,8694.070564,5469.637849
132,93.239,73.956,18.13,167.195,19.283,1.260736113,8693.511121,5469.489936
133,93.235,73.956,18.13,167.191,19.279,1.260682027,8692.765225,5469.489936
134,93.231,73.956,18.13,167.187,19.275,1.260627941,8692.019361,5469.489936
135,93.227,73.955,18.13,167.182,19.272,1.2605909,8691.273529,5469.342025
136,93.223,73.955,18.14,167.178,19.268,1.260536813,8690.527729,5469.342025
137,93.219,73.955,18.14,167.174,19.264,1.260482726,8689.781961,5469.342025
138,93.215,73.954,18.14,167.169,19.261,1.260445682,8689.036225,5469.194116
139,93.212,73.954,18.14,167.166,19.258,1.260405117,8688.476944,5469.194116
140,93.208,73.954,18.14,167.162,19.254,1.260351029,8687.731264,5469.194116
141,93.204,73.953,18.14,167.157,19.251,1.260313983,8686.985616,5469.046209
142,93.2,73.953,18.14,167.153,19.247,1.260259895,8686.24,5469.046209
143,93.196,73.953,18.14,167.149,19.243,1.260205806,8685.494416,5469.046209
144,93.192,73.952,18.14,167.144,19.24,1.260168758,8684.748864,5468.898304
145,93.188,73.952,18.14,167.14,19.236,1.260114669,8684.003344,5468.898304
146,93.185,73.952,18.15,167.137,19.233,1.260074102,8683.444225,5468.898304
147,93.181,73.951,18.15,167.132,19.23,1.260037052,8682.698761,5468.750401
148,93.177,73.951,18.15,167.128,19.226,1.259982962,8681.953329,5468.750401
149,93.173,73.951,18.15,167.124,19.222,1.259928872,8681.207929,5468.750401
150,93.169,73.95,18.15,167.119,19.219,1.259891819,8680.462561,5468.6025
151,93.165,73.95,18.15,167.115,19.215,1.259837728,8679.717225,5468.6025
152,93.161,73.95,18.15,167.111,19.211,1.259783638,8678.971921,5468.6025
153,93.158,73.949,18.15,167.107,19.209,1.259760105,8678.412964,5468.454601
154,93.154,73.949,18.15,167.103,19.205,1.259706014,8677.667716,5468.454601
155,93.15,73.949,18.15,167.099,19.201,1.259651922,8676.9225,5468.454601
156,93.146,73.948,18.16,167.094,19.198,1.259614864,8676.177316,5468.306704
157,93.142,73.948,18.16,167.09,19.194,1.259560772,8675.432164,5468.306704
158,93.138,73.948,18.16,167.086,19.19,1.25950668,8674.687044,5468.306704
159,93.134,73.947,18.16,167.081,19.187,1.25946962,8673.941956,5468.158809
160,93.131,73.947,18.16,167.078,19.184,1.259429051,8673.383161,5468.158809
161,93.127,73.947,18.16,167.074,19.18,1.259374958,8672.638129,5468.158809
162,93.123,73.947,18.16,167.07,19.176,1.259320865,8671.893129,5468.158809
163,93.119,73.946,18.16,167.065,19.173,1.259283802,8671.148161,5468.010916
164,93.115,73.946,18.16,167.061,19.169,1.259229708,8670.403225,5468.010916
165,93.111,73.946,18.16,167.057,19.165,1.259175615,8669.658321,5468.010916
166,93.107,73.945,18.17,167.052,19.162,1.259138549,8668.913449,5467.863025
167,93.104,73.945,18.17,167.049,19.159,1.259097978,8668.354816,5467.863025
168,93.1,73.945,18.17,167.045,19.155,1.259043884,8667.61,5467.863025
169,93.096,73.944,18.17,167.04,19.152,1.259006816,8666.865216,5467.715136
170,93.092,73.944,18.17,167.036,19.148,1.258952721,8666.120464,5467.715136
171,93.088,73.944,18.17,167.032,19.144,1.258898626,8665.375744,5467.715136
172,93.084,73.943,18.17,167.027,19.141,1.258861556,8664.631056,5467.567249
173,93.08,73.943,18.17,167.023,19.137,1.25880746,8663.8864,5467.567249
174,93.077,73.943,18.17,167.02,19.134,1.258766888,8663.327929,5467.567249
175,93.073,73.942,18.17,167.015,19.131,1.258729815,8662.583329,5467.419364
176,93.069,73.942,18.18,167.011,19.127,1.258675719,8661.838761,5467.419364
177,93.065,73.942,18.18,167.007,19.123,1.258621622,8661.094225,5467.419364
178,93.061,73.941,18.18,167.002,19.12,1.258584547,8660.349721,5467.271481
179,93.057,73.941,18.18,166.998,19.116,1.25853045,8659.605249,5467.271481
180,93.053,73.941,18.18,166.994,19.112,1.258476353,8658.860809,5467.271481
181,93.05,73.94,18.18,166.99,19.11,1.2584528,8658.3025,5467.1236
182,93.046,73.94,18.18,166.986,19.106,1.258398702,8657.558116,5467.1236
183,93.042,73.94,18.18,166.982,19.102,1.258344604,8656.813764,5467.1236
184,93.038,73.939,18.18,166.977,19.099,1.258307524,8656.069444,5466.975721
185,93.034,73.939,18.18,166.973,19.095,1.258253425,8655.325156,5466.975721
186,93.03,73.939,18.19,166.969,19.091,1.258199326,8654.5809,5466.975721
187,93.026,73.938,18.19,166.964,19.088,1.258162244,8653.836676,5466.827844
188,93.023,73.938,18.19,166.961,19.085,1.25812167,8653.278529,5466.827844
189,93.019,73.938,18.19,166.957,19.081,1.25806757,8652.534361,5466.827844
190,93.015,73.937,18.19,166.952,19.078,1.258030485,8651.790225,5466.679969
191,93.011,73.937,18.19,166.948,19.074,1.257976385,8651.046121,5466.679969
192,93.007,73.937,18.19,166.944,19.07,1.257922285,8650.302049,5466.679969
193,93.003,73.936,18.19,166.939,19.067,1.257885198,8649.558009,5466.532096
194,92.999,73.936,18.19,166.935,19.063,1.257831097,8648.814001,5466.532096
195,92.996,73.936,18.19,166.932,19.06,1.257790522,8648.256016,5466.532096
196,92.992,73.935,18.2,166.927,19.057,1.257753432,8647.512064,5466.384225
197,92.988,73.935,18.2,166.923,19.053,1.25769933,8646.768144,5466.384225
198,92.984,73.935,18.2,166.919,19.049,1.257645229,8646.024256,5466.384225
199,92.98,73.934,18.2,166.914,19.046,1.257608137,8645.2804,5466.236356
200,92.976,73.934,18.2,166.91,19.042,1.257554035,8644.536576,5466.236356
201,92.972,73.934,18.0,166.906,19.038,1.257499932,8643.792784,5466.236356
202,92.969,73.933,18.2,166.902,19.036,1.257476364,8643.234961,5466.088489
203,92.965,73.933,18.2,166.898,19.032,1.257422261,8642.491225,5466.088489
204,92.961,73.933,18.2,166.894,19.028,1.257368158,8641.747521,5466.088489
205,92.957,73.932,18.2,166.889,19.025,1.257331061,8641.003849,5465.940624
206,92.953,73.932,18.21,166.885,19.021,1.257276957,8640.260209,5465.940624
207,92.949,73.932,18.21,166.881,19.017,1.257222853,8639.516601,5465.940624
208,92.945,73.932,18.21,166.877,19.013,1.25716875,8638.773025,5465.940624
209,92.942,73.931,18.21,166.873,19.011,1.257145176,8638.215364,5465.792761
210,92.938,73.931,18.21,166.869,19.007,1.257091071,8637.471844,5465.792761
211,92.934,73.931,18.21,166.865,19.003,1.257036967,8636.728356,5465.792761
212,92.93,73.93,18.21,166.86,19.0,1.256999865,8635.9849,5465.6449
213,92.926,73.93,18.21,166.856,18.996,1.25694576,8635.241476,5465.6449
214,92.922,73.93,18.21,166.852,18.992,1.256891654,8634.498084,5465.6449
215,92.918,73.929,18.21,166.847,18.989,1.25685455,8633.754724,5465.497041
216,92.915,73.929,18.22,166.844,18.986,1.25681397,8633.197225,5465.497041
217,92.911,73.929,18.22,166.84,18.982,1.256759864,8632.453921,5465.497041
218,92.907,73.928,18.22,166.835,18.979,1.256722757,8631.710649,5465.349184
219,92.903,73.928,18.22,166.831,18.975,1.256668651,8630.967409,5465.349184
220,92.899,73.928,18.22,166.827,18.971,1.256614544,8630.224201,5465.349184
221,92.895,73.927,18.22,166.822,18.968,1.256577434,8629.481025,5465.201329
222,92.891,73.927,18.22,166.818,18.964,1.256523327,8628.737881,5465.201329
223,92.888,73.927,18.22,166.815,18.961,1.256482746,8628.180544,5465.201329
224,92.884,73.926,18.22,166.81,18.958,1.256445635,8627.437456,5465.053476
225,92.88,73.926,18.22,166.806,18.954,1.256391527,8626.6944,5465.053476
226,92.876,73.926,18.23,166.802,18.95,1.256337418,8625.951376,5465.053476
227,92.872,73.925,18.23,166.797,18.947,1.256300304,8625.208384,5464.905625
228,92.868,73.925,18.23,166.793,18.943,1.256246195,8624.465424,5464.905625
229,92.864,73.925,18.23,166.789,18.939,1.256192087,8623.722496,5464.905625
230,92.861,73.924,18.23,166.785,18.937,1.256168497,8623.165321,5464.757776
231,92.857,73.924,18.23,166.781,18.933,1.256114388,8622.422449,5464.757776
232,92.853,73.924,18.23,166.777,18.929,1.256060278,8621.679609,5464.757776
233,92.849,73.923,18.23,166.772,18.926,1.256023159,8620.936801,5464.609929
234,92.845,73.923,18.23,166.768,18.922,1.255969049,8620.194025,5464.609929
235,92.841,73.923,18.23,166.764,18.918,1.255914939,8619.451281,5464.609929
236,92.837,73.922,18.24,166.759,18.915,1.255877817,8618.708569,5464.462084
237,92.834,73.922,18.24,166.756,18.912,1.255837234,8618.151556,5464.462084
238,92.83,73.922,18.24,166.752,18.908,1.255783123,8617.4089,5464.462084
239,92.826,73.921,18.24,166.747,18.905,1.255745999,8616.666276,5464.314241
240,92.822,73.921,18.24,166.743,18.901,1.255691887,8615.923684,5464.314241
241,92.818,73.921,18.24,166.739,18.897,1.255637775,8615.181124,5464.314241
242,92.814,73.92,18.24,166.734,18.894,1.255600649,8614.438596,5464.1664
243,92.81,73.92,18.24,166.73,18.89,1.255546537,8613.6961,5464.1664
244,92.807,73.92,18.24,166.727,18.887,1.255505952,8613.139249,5464.1664
245,92.803,73.919,18.24,166.722,18.884,1.255468824,8612.396809,5464.018561
246,92.799,73.919,18.25,166.718,18.88,1.255414711,8611.654401,5464.018561
247,92.795,73.919,18.25,166.714,18.876,1.255360597,8610.912025,5464.018561
248,92.791,73.918,18.25,166.709,18.873,1.255323467,8610.169681,5463.870724
249,92.787,73.918,18.25,166.705,18.869,1.255269353,8609.427369,5463.870724
250,92.783,73.918,18.25,166.701,18.865,1.255215239,8608.685089,5463.870724
251,92.779,73.917,18.25,166.696,18.862,1.255178105,8607.942841,5463.722889
252,92.776,73.917,18.25,166.693,18.859,1.255137519,8607.386176,5463.722889
253,92.772,73.917,18.25,166.689,18.855,1.255083404,8606.643984,5463.722889
254,92.768,73.917,18.25,166.685,18.851,1.25502929,8605.901824,5463.722889
255,92.764,73.916,18.25,166.68,18.848,1.254992153,8605.159696,5463.575056
256,92.76,73.916,18.26,166.676,18.844,1.254938038,8604.4176,5463.575056
257,92.756,73.916,18.26,166.672,18.84,1.254883922,8603.675536,5463.575056
258,92.752,73.915,18.26,166.667,18.837,1.254846783,8602.933504,5463.427225
259,92.749,73.915,18.26,166.664,18.834,1.254806196,8602.377001,5463.427225
260,92.745,73.915,18.26,166.66,18.83,1.25475208,8601.635025,5463.427225
261,92.741,73.914,18.26,166.655,18.827,1.254714939,8600.893081,5463.279396
262,92.737,73.914,18.26,166.651,18.823,1.254660822,8600.151169,5463.279396
263,92.733,73.914,18.26,166.647,18.819,1.254606705,8599.409289,5463.279396
264,92.729,73.913,18.26,166.642,18.816,1.254569562,8598.667441,5463.131569
265,92.725,73.913,18.26,166.638,18.812,1.254515444,8597.925625,5463.131569
266,92.722,73.913,18.27,166.635,18.809,1.254474856,8597.369284,5463.131569
267,92.718,73.912,18.27,166.63,18.806,1.25443771,8596.627524,5462.983744
268,92.714,73.912,18.27,166.626,18.802,1.254383591,8595.885796,5462.983744
269,92.71,73.912,18.27,166.622,18.798,1.254329473,8595.1441,5462.983744
270,92.706,73.911,18.27,166.617,18.795,1.254292325,8594.402436,5462.835921
271,92.702,73.911,18.27,166.613,18.791,1.254238205,8593.660804,5462.835921
272,92.698,73.911,18.27,166.609,18.787,1.254184086,8592.919204,5462.835921
273,92.695,73.91,18.27,166.605,18.785,1.254160465,8592.363025,5462.6881
274,92.691,73.91,18.27,166.601,18.781,1.254106346,8591.621481,5462.6881
275,92.687,73.91,18.27,166.597,18.777,1.254052226,8590.879969,5462.6881
276,92.683,73.909,18.28,166.592,18.774,1.254015073,8590.138489,5462.540281
277,92.679,73.909,18.28,166.588,18.77,1.253960952,8589.397041,5462.540281
278,92.675,73.909,18.28,166.584,18.766,1.253906831,8588.655625,5462.540281
279,92.671,73.908,18.28,166.579,18.763,1.253869676,8587.914241,5462.392464
280,92.668,73.908,18.28,166.576,18.76,1.253829085,8587.358224,5462.392464
281,92.664,73.908,18.28,166.572,18.756,1.253774963,8586.616896,5462.392464
282,92.66,73.907,18.28,166.567,18.753,1.253737806,8585.8756,5462.244649
283,92.656,73.907,18.28,166.563,18.749,1.253683684,8585.134336,5462.244649
284,92.652,73.907,18.28,166.559,18.745,1.253629561,8584.393104,5462.244649
285,92.648,73.906,18.28,166.554,18.742,1.253592401,8583.651904,5462.096836
286,92.644,73.906,18.29,166.55,18.738,1.253538278,8582.910736,5462.096836
287,92.641,73.906,18.29,166.547,18.735,1.253497686,8582.354881,5462.096836
288,92.637,73.905,18.29,166.542,18.732,1.253460524,8581.613769,5461.949025
289,92.633,73.905,18.29,166.538,18.728,1.2534064,8580.872689,5461.949025
290,92.629,73.905,18.29,166.534,18.724,1.253352277,8580.131641,5461.949025
291,92.625,73.904,18.29,166.529,18.721,1.253315111,8579.390625,5461.801216
292,92.621,73.904,18.29,166.525,18.717,1.253260987,8578.649641,5461.801216
293,92.617,73.904,18.29,166.521,18.713,1.253206863,8577.908689,5461.801216
294,92.614,73.903,18.29,166.517,18.711,1.253183227,8577.352996,5461.653409
295,92.61,73.903,18.29,166.513,18.707,1.253129102,8576.6121,5461.653409
296,92.606,73.903,18.3,166.509,18.703,1.253074977,8575.871236,5461.653409
297,92.602,73.903,18.3,166.505,18.699,1.253020852,8575.130404,5461.653409
298,92.598,73.902,18.3,166.5,18.696,1.252983681,8574.389604,5461.505604
299,92.594,73.902,18.3,166.496,18.692,1.252929555,8573.648836,5461.505604
300,92.59,73.902,18.3,166.492,18.688,1.25287543,8572.9081,5461.505604
301,92.587,73.901,18.0,166.488,18.686,1.252851788,8572.352569,5461.357801
302,92.583,73.901,18.3,166.484,18.682,1.252797662,8571.611889,5461.357801
303,92.579,73.901,18.3,166.48,18.678,1.252743535,8570.871241,5461.357801
304,92.575,73.9,18.3,166.475,18.675,1.25270636,8570.130625,5461.21
305,92.571,73.9,18.3,166.471,18.671,1.252652233,8569.390041,5461.21
306,92.567,73.9,18.31,166.467,18.667,1.252598106,8568.649489,5461.21
307,92.563,73.899,18.31,166.462,18.664,1.252560928,8567.908969,5461.062201
308,92.56,73.899,18.31,166.459,18.661,1.252520332,8567.3536,5461.062201
309,92.556,73.899,18.31,166.455,18.657,1.252466204,8566.613136,5461.062201
310,92.552,73.898,18.31,166.45,18.654,1.252429024,8565.872704,5460.914404
311,92.548,73.898,18.31,166.446,18.65,1.252374895,8565.132304,5460.914404
312,92.544,73.898,18.31,166.442,18.646,1.252320766,8564.391936,5460.914404
313,92.54,73.897,18.31,166.437,18.643,1.252283584,8563.6516,5460.766609
314,92.536,73.897,18.31,166.433,18.639,1.252229455,8562.911296,5460.766609
315,92.533,73.897,18.31,166.43,18.636,1.252188857,8562.356089,5460.766609
316,92.529,73.896,18.32,166.425,18.633,1.252151673,8561.615841,5460.618816
317,92.525,73.896,18.32,166.421,18.629,1.252097542,8560.875625,5460.618816
318,92.521,73.896,18.32,166.417,18.625,1.252043412,8560.135441,5460.618816
319,92.517,73.895,18.32,166.412,18.622,1.252006225,8559.395289,5460.471025
320,92.513,73.895,18.32,166.408,18.618,1.251952094,8558.655169,5460.471025
321,92.509,73.895,18.32,166.404,18.614,1.251897963,8557.915081,5460.471025
322,92.506,73.894,18.32,166.4,18.612,1.251874306,8557.360036,5460.323236
323,92.502,73.894,18.32,166.396,18.608,1.251820175,8556.620004,5460.323236
324,92.498,73.894,18.32,166.392,18.604,1.251766043,8555.880004,5460.323236
325,92.494,73.893,18.32,166.387,18.601,1.251728851,8555.140036,5460.175449
326,92.49,73.893,18.33,166.383,18.597,1.251674719,8554.4001,5460.175449
327,92.486,73.893,18.33,166.379,18.593,1.251620587,8553.660196,5460.175449
328,92.482,73.892,18.33,166.374,18.59,1.251583392,8552.920324,5460.027664
329,92.479,73.892,18.33,166.371,18.587,1.251542792,8552.365441,5460.027664
330,92.475,73.892,18.33,166.367,18.583,1.251488659,8551.625625,5460.027664
331,92.471,73.891,18.33,166.362,18.58,1.251451462,8550.885841,5459.879881
332,92.467,73.891,18.33,166.358,18.576,1.251397328,8550.146089,5459.879881
333,92.463,73.891,18.33,166.354,18.572,1.251343195,8549.406369,5459.879881
334,92.459,73.89,18.33,166.349,18.569,1.251305995,8548.666681,5459.7321
335,92.455,73.89,18.33,166.345,18.565,1.251251861,8547.927025,5459.7321
336,92.452,73.89,18.34,166.342,18.562,1.25121126,8547.372304,5459.7321
337,92.448,73.889,18.34,166.337,18.559,1.251174058,8546.632704,5459.584321
338,92.444,73.889,18.34,166.333,18.555,1.251119923,8545.893136,5459.584321
339,92.44,73.889,18.34,166.329,18.551,1.251065788,8545.1536,5459.584321
340,92.436,73.888,18.34,166.324,18.548,1.251028584,8544.414096,5459.436544
341,92.432,73.888,18.34,166.32,18.544,1.250974448,8543.674624,5459.436544
342,92.428,73.888,18.34,166.316,18.54,1.250920312,8542.935184,5459.436544
343,92.425,73.888,18.34,166.313,18.537,1.25087971,8542.380625,5459.436544
344,92.421,73.887,18.34,166.308,18.534,1.250842503,8541.641241,5459.288769
345,92.417,73.887,18.34,166.304,18.53,1.250788366,8540.901889,5459.288769
346,92.413,73.887,18.35,166.3,18.526,1.250734229,8540.162569,5459.288769
347,92.409,73.886,18.35,166.295,18.523,1.25069702,8539.423281,5459.140996
348,92.405,73.886,18.35,166.291,18.519,1.250642882,8538.684025,5459.140996
